schoolid,schoolname,Cohort,LT_Emp,Bar_FTLT,Bar_FTST,Bar_PTLT,Bar_PTST,Bar_Emp,JDA_FTLT,JDA_FTST,JDA_PTLT,JDA_PTST,JDA_Emp,Prof_FTLT,Prof_FTST,Prof_PTLT,Prof_PTST,Prof_Emp,Nprof_FTLT,Nprof_FTST,Nprof_PTLT,Nprof_PTST,Nprof_Emp,Undet_FTLT,Undet_FTST,Undet_PTLT,Undet_PTST,Undet_Emp,GradSch_FT,GradSch,Emp_Def,Unemp_NS,Unemp_Seek,Emp_Stat_Unk,Total_Grads,FundBar_FTLT,FundBar_FTST,FundBar_PTLT,FundBar_PTST,FundBar_Emp,LawFund_LT,LawFund_ST,FundJDA_FTLT,FundJDA_FTST,FundJDA_PTLT,FundJDA_PTST,FundJDA_Emp,FundProf_FTLT,FundProf_FTST,FundProf_PTLT,FundProf_PTST,FundProf_Emp,FundNprof_FTLT,FundNprof_FTST,FundNprof_PTLT,FundNprof_PTST,FundNprof_Emp,Funded_FTLT,Funded_FTST,Funded_PTLT,Funded_PTST,Funded_Emp,Solo_FTLT,Solo_FTST,Solo_PTLT,Solo_PTST,Solo_Emp,Solo_LT,Solo_ST,Sz_1_10_FTLT,Sz_1_10_FTST,Sz_1_10_PTLT,Sz_1_10_PTST,Sz_1_10_Emp,Sz_2_10_LT,Sz_2_10_ST,Sz_11_25_FTLT,Sz_11_25_FTST,Sz_11_25_PTLT,Sz_11_25_PTST,Sz_11_25_Emp,Sz_11_25_LT,Sz_11_25_ST,Sz_26_50_FTLT,Sz_26_50_FTST,Sz_26_50_PTLT,Sz_26_50_PTST,Sz_26_50_Emp,Sz_26_50_LT,Sz_26_50_ST,Sz_51_100_FTLT,Sz_51_100_FTST,Sz_51_100_PTLT,Sz_51_100_PTST,Sz_51_100_Emp,Sz_51_100_LT,Sz_51_100_ST,Sz_101_250_FTLT,Sz_101_250_FTST,Sz_101_250_PTLT,Sz_101_250_PTST,Sz_101_250_Emp,Sz_101_250_LT,Sz_101_250_ST,Sz_251_500_FTLT,Sz_251_500_FTST,Sz_251_500_PTLT,Sz_251_500_PTST,Sz_251_500_Emp,Sz_251_500_LT,Sz_251_500_ST,Sz_501up_FTLT,Sz_501up_FTST,Sz_501up_PTLT,Sz_501up_PTST,Sz_501up_Emp,Sz_501up_LT,Sz_501up_ST,Sz_Unk_FTLT,Sz_Unk_FTST,Sz_Unk_PTLT,Sz_Unk_PTST,Sz_Unk_Emp,Sz_Unk_LT,Sz_Unk_ST,BsInd_FTLT,BsInd_FTST,BsInd_PTLT,BsInd_PTST,BsInd_Emp,BsInd_LT,BsInd_ST,Gov_FTLT,Gov_FTST,Gov_PTLT,Gov_PTST,Gov_Emp,Gov_LT,Gov_St,Pub_FTLT,Pub_FTST,Pub_PTLT,Pub_PTST,Pub_Emp,Pub_LT,Pub_ST,FedClk_FTLT,FedClk_FTST,FedClk_PTLT,FedClk_PTST,FedClk_Emp,FedClk_LT,FedClk_ST,LocClk_FTLT,LocClk_FTST,LocClk_PTLT,LocClk_PTST,LocClk_Emp,LocClk_LT,LocClk_ST,IntlClk,IntlClk_FTLT,IntlClk_FTST,IntlClk_PTLT,IntlClk_PTST,TribalClk,TribalClk_FTLT,TribalClk_FTST,TribalClk_PTLT,TribalClk_PTST,OthClk_FTLT,OthClk_FTST,OthClk_PTLT,OthClk_PTST,OthClk_Emp,Acad_FTLT,Acad_FTST,Acad_PTLT,Acad_PTST,Acad_Emp,Acad_LT,Acad_ST,Unk_FTLT,Unk_FTST,Unk_PTLT,Unk_PTST,Unk_Emp,Total_FTLT,Total_FTST,Total_PTLT,Total_PTST,Total_Emp_Type,Total_LT,Total_ST,State_Emp1,State_Emp1_Num,State_Emp2,State_Emp2_Num,State_Emp3,State_Emp3_Num,Foreign_Emp_Num
00140201,Quinnipiac University,2024,,89,0,0,0,89,15,0,3,0,18,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,,0,2,3,1,116,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,0,1,0,30,,,18,0,0,0,18,,,5,0,0,0,5,,,4,0,0,0,4,,,2,0,0,0,2,,,1,0,0,0,1,,,2,0,0,0,2,,,0,0,0,0,0,,,16,0,0,0,16,,,14,0,1,0,15,,,7,0,2,0,9,,,0,0,0,0,0,,,8,0,0,0,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,106,0,4,0,110,,,CT,83,NY,10,MA,5,0
00141706,University of Connecticut,2024,,119,2,1,0,122,13,0,1,0,14,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,,1,2,7,1,150,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0,0,0,16,,,8,0,1,0,9,,,7,0,0,0,7,,,14,0,0,0,14,,,2,0,0,0,2,,,7,0,0,0,7,,,17,0,0,0,17,,,1,0,0,0,1,,,19,0,1,0,20,,,15,1,0,0,16,,,9,1,0,0,10,,,0,0,0,0,0,,,18,0,0,0,18,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,134,2,2,0,138,,,CT,95,NY,18,MA,11,1
00142600,Yale University,2024,,172,0,0,0,172,11,0,0,1,12,1,0,0,1,2,2,0,0,0,2,0,0,0,0,0,7,,0,1,1,1,215,11,2,0,0,13,,,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,0,17,0,0,0,0,0,,,2,0,0,0,2,,,1,0,0,0,1,,,2,0,0,0,2,,,4,0,0,0,4,,,3,0,0,0,3,,,8,0,0,0,8,,,66,0,0,0,66,,,0,0,0,0,0,,,10,0,0,1,11,,,7,1,0,0,8,,,33,1,0,0,34,,,56,0,0,0,56,,,4,0,0,0,4,,,2,1,1,0,0,0,0,0,0,0,,,,,,3,0,0,1,4,,,0,0,0,0,0,200,3,0,2,205,,,NY,68,DC,44,CA,21,4
00143401,American University,2024,,279,1,3,0,283,30,0,2,2,34,4,0,0,1,5,1,1,1,0,3,0,0,0,0,0,3,,4,1,46,2,382,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,31,0,2,0,33,,,9,0,0,0,9,,,18,0,0,0,18,,,4,0,0,0,4,,,6,0,1,1,8,,,7,0,1,0,8,,,51,0,0,0,51,,,0,0,0,0,0,,,25,1,2,2,30,,,73,0,0,0,73,,,36,0,0,0,36,,,7,0,0,0,7,,,46,0,0,0,46,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,1,0,0,1,315,2,6,3,326,,,DC,146,MD,51,NY,27,4
00143711,Catholic University of America,2024,,94,0,0,0,94,18,0,1,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,0,126,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,0,0,1,,,17,0,0,0,17,,,7,0,0,0,7,,,2,0,0,0,2,,,0,0,0,0,0,,,6,0,0,0,6,,,1,0,0,0,1,,,11,0,0,0,11,,,0,0,0,0,0,,,11,0,0,0,11,,,31,0,0,0,31,,,6,0,1,0,7,,,3,0,0,0,3,,,19,0,0,0,19,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,0,0,0,0,0,118,0,1,0,119,,,DC,48,MD,22,VA,17,0
00144102,District of Columbia,2024,,33,1,0,0,34,11,0,1,1,13,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,1,,1,1,4,1,63,3,1,0,0,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,2,0,0,0,2,,,6,0,0,0,6,,,0,0,0,0,0,,,0,0,0,0,0,,,3,0,0,0,3,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,3,0,1,0,4,,,14,1,1,0,16,,,15,1,0,1,17,,,0,0,0,0,0,,,4,1,0,0,5,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,49,3,2,1,55,,,DC,24,MD,10,VA,10,0
00144402,George Washington University,2024,,493,0,0,0,493,38,0,0,0,38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,,1,1,1,0,550,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,,,42,0,0,0,42,,,21,0,0,0,21,,,13,0,0,0,13,,,22,0,0,0,22,,,18,0,0,0,18,,,28,0,0,0,28,,,165,0,0,0,165,,,0,0,0,0,0,,,34,0,0,0,34,,,84,0,0,0,84,,,39,0,1,0,40,,,16,0,0,0,16,,,42,0,0,0,42,,,0,0,0,0,0,0,0,0,0,0,,,,,,10,0,0,0,10,,,0,0,0,0,0,534,0,1,0,535,,,DC,249,NY,84,VA,61,9
00144503,Georgetown University,2024,,577,1,0,0,578,11,2,0,0,13,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,,5,2,7,2,661,24,1,0,0,25,,,12,0,0,2,14,0,0,0,1,1,0,0,0,0,0,36,1,0,3,40,0,0,0,0,0,,,7,0,0,0,7,,,10,0,0,0,10,,,7,0,0,0,7,,,11,0,0,0,11,,,21,1,0,0,22,,,24,0,0,0,24,,,361,0,0,0,361,,,1,0,0,0,1,,,18,0,0,0,18,,,44,0,0,2,46,,,58,2,0,1,61,,,32,1,0,0,33,,,26,0,0,0,26,,,0,0,0,0,0,0,0,0,0,0,,,,,,14,0,0,0,14,,,0,0,0,0,0,634,4,0,3,641,,,DC,255,NY,163,CA,57,10
00144802,Howard University,2024,,119,5,0,0,124,6,0,0,0,6,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,,1,1,9,1,147,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,6,0,0,0,6,,,4,0,0,0,4,,,2,0,0,0,2,,,5,0,0,0,5,,,2,0,0,0,2,,,8,0,0,0,8,,,58,0,0,0,58,,,0,0,0,0,0,,,5,0,0,0,5,,,10,0,0,0,10,,,13,1,0,0,14,,,2,2,0,0,4,,,13,2,0,0,15,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,1,0,0,0,1,129,5,0,0,134,,,DC,46,NY,34,MD,12,1
00146601,Barry University,2024,,172,1,2,1,176,8,3,4,5,20,3,0,0,0,3,2,0,0,2,4,0,0,0,1,1,2,,1,6,11,10,236,0,0,0,0,0,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,2,0,2,,,48,1,3,4,56,,,11,0,0,0,11,,,8,0,0,0,8,,,6,0,0,0,6,,,9,0,0,0,9,,,10,0,0,0,10,,,11,0,0,0,11,,,1,0,0,0,1,,,12,2,1,3,18,,,48,0,0,2,50,,,16,1,0,0,17,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,1,1,0,4,,,1,0,0,0,1,185,5,7,9,206,,,FL,179,NY,5,GA,4,0
00146800,St. Thomas University (Florida),2024,,165,2,0,2,169,22,1,2,1,26,5,0,1,1,7,0,0,1,0,1,0,0,0,0,0,22,,0,3,21,0,249,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,,,61,1,1,2,65,,,8,0,0,0,8,,,10,0,0,0,10,,,5,0,0,0,5,,,12,0,0,0,12,,,4,0,0,0,4,,,14,0,0,0,14,,,13,0,1,0,14,,,11,1,1,1,14,,,28,0,0,0,28,,,21,1,0,0,22,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,0,0,0,0,0,192,3,4,4,203,,,FL,189,CA,2,NJ,2,2
00148001,Florida A&M University,2024,,65,0,1,0,66,6,0,2,0,8,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,,2,1,10,7,102,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,,,11,0,0,0,11,,,1,0,0,0,1,,,6,0,0,0,6,,,4,0,0,0,4,,,1,0,0,0,1,,,3,0,0,0,3,,,6,0,0,0,6,,,0,0,0,0,0,,,5,0,2,0,7,,,16,0,0,0,16,,,12,0,2,0,14,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,0,0,0,0,0,73,0,5,0,78,,,FL,62,GA,4,NJ,4,0
00148900,Florida State University,2024,,170,0,0,0,170,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,2,0,2,3,191,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,0,0,0,18,,,15,0,0,0,15,,,10,0,0,0,10,,,9,0,0,0,9,,,2,0,0,0,2,,,19,0,0,0,19,,,30,0,0,0,30,,,0,0,0,0,0,,,5,0,0,0,5,,,38,0,0,0,38,,,18,0,0,0,18,,,2,0,0,0,2,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,174,0,0,0,174,,,FL,149,AL,3,DC,3,1
00149500,Jacksonville University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00150900,Nova Southeastern University,2024,,126,2,0,1,129,7,2,0,1,10,6,0,1,0,7,1,0,0,1,2,0,0,0,0,0,1,,0,3,33,5,191,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,,,33,2,0,2,37,,,6,1,0,0,7,,,7,0,0,0,7,,,7,0,0,0,7,,,6,0,0,0,6,,,15,0,0,0,15,,,13,0,0,0,13,,,0,0,0,0,0,,,16,0,1,1,18,,,27,0,0,0,27,,,9,1,0,0,10,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,1,0,0,0,1,141,4,1,3,149,,,FL,139,NJ,2,CA,1,4
00153101,Stetson University,2024,,235,0,1,0,236,20,0,2,2,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,,1,3,11,0,285,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,41,0,1,1,43,,,21,0,0,0,21,,,10,0,0,0,10,,,11,0,0,0,11,,,24,0,0,0,24,,,13,0,0,0,13,,,22,0,0,0,22,,,2,0,1,1,4,,,21,0,1,0,22,,,52,0,0,0,52,,,29,0,0,0,29,,,4,0,0,0,4,,,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,0,0,0,0,0,256,0,3,2,261,,,FL,222,CA,4,DC,4,2
00153505,University of Florida,2024,,238,0,0,0,238,12,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,,0,3,4,0,264,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,0,0,0,17,,,18,0,0,0,18,,,14,0,0,0,14,,,7,0,0,0,7,,,19,0,0,0,19,,,25,0,0,0,25,,,66,0,0,0,66,,,0,0,0,0,0,,,7,0,1,0,8,,,30,0,0,0,30,,,25,0,0,0,25,,,15,0,0,0,15,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,0,0,0,0,0,250,0,1,0,251,,,FL,164,NY,16,DC,13,2
00153601,University of Miami,2024,,332,2,1,2,337,26,3,0,3,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,,0,4,11,3,404,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,,,57,2,0,3,62,,,49,0,0,1,50,,,13,0,0,0,13,,,6,0,0,0,6,,,24,0,0,0,24,,,22,0,0,0,22,,,77,2,0,0,79,,,0,0,0,0,0,,,36,1,1,0,38,,,31,0,0,0,31,,,32,0,0,1,33,,,5,0,0,0,5,,,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,4,0,0,0,4,,,0,0,0,0,0,361,5,1,5,372,,,FL,283,NY,25,CA,9,1
00156400,Emory University,2024,,254,1,0,0,255,8,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,6,8,1,288,0,1,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,25,0,1,0,26,,,22,0,0,0,22,,,8,0,0,0,8,,,11,0,0,0,11,,,15,0,0,0,15,,,18,0,0,0,18,,,96,1,0,0,97,,,0,0,0,0,0,,,8,1,0,0,9,,,21,1,0,0,22,,,19,0,0,0,19,,,11,0,0,0,11,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,262,3,1,0,266,,,GA,123,NY,43,TX,14,2
00157400,Georgia State University,2024,,172,0,1,1,174,18,0,0,0,18,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,,1,1,11,0,211,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42,0,0,0,42,,,14,0,0,0,14,,,11,0,0,0,11,,,16,0,0,0,16,,,16,0,0,0,16,,,9,0,0,0,9,,,20,0,0,0,20,,,1,0,0,0,1,,,18,0,0,0,18,,,27,0,1,0,28,,,12,0,0,1,13,,,2,0,0,0,2,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,0,0,194,0,1,1,196,,,GA,178,TX,3,DC,2,0
00158015,Mercer University,2024,,92,0,0,0,92,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,4,1,104,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,0,1,0,29,,,14,0,0,0,14,,,9,0,0,0,9,,,7,0,0,0,7,,,5,0,0,0,5,,,2,0,0,0,2,,,3,0,0,0,3,,,0,0,0,0,0,,,9,0,0,0,9,,,7,0,0,0,7,,,4,0,0,0,4,,,4,0,0,0,4,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,96,0,1,0,97,,,GA,82,FL,6,NC,3,0
00159800,University of Georgia,2024,,172,0,0,0,172,3,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,,1,1,5,1,189,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0,0,0,16,,,18,0,0,0,18,,,14,0,0,0,14,,,14,0,0,0,14,,,3,0,0,0,3,,,8,0,0,0,8,,,33,0,0,0,33,,,0,0,0,0,0,,,6,0,1,0,7,,,21,0,0,0,21,,,14,0,0,0,14,,,17,0,0,0,17,,,10,0,0,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,0,0,176,0,1,0,177,,,GA,134,FL,6,TX,6,0
00161000,University of Hawaii,2024,,72,0,0,0,72,7,1,0,1,9,5,0,2,0,7,0,0,1,0,1,0,0,0,0,0,1,,0,4,2,0,96,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,0,0,0,7,,,9,0,0,0,9,,,3,0,0,0,3,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,2,0,2,0,4,,,17,1,0,1,19,,,9,0,0,0,9,,,6,0,0,0,6,,,23,0,0,0,23,,,0,0,0,0,0,0,0,0,0,0,,,,,,4,0,0,0,4,,,0,0,1,0,1,84,1,3,1,89,,,HI,77,VA,3,IL,2,0
00162600,University of Idaho,2024,,98,1,1,0,100,1,1,0,1,3,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,,1,1,4,7,120,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36,0,1,0,37,,,9,0,0,0,9,,,1,0,0,0,1,,,1,0,0,0,1,,,3,0,0,0,3,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,3,1,0,2,6,,,25,1,0,0,26,,,5,0,0,1,6,,,3,0,0,0,3,,,12,0,0,0,12,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,101,2,1,3,107,,,ID,63,WA,17,UT,6,0
00167100,Depaul University,2024,,131,1,2,0,134,18,0,1,2,21,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,,1,0,13,7,179,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32,0,2,1,35,,,15,0,0,0,15,,,19,0,0,0,19,,,6,0,0,0,6,,,6,0,0,0,6,,,2,0,0,0,2,,,14,0,0,0,14,,,1,0,0,0,1,,,14,0,1,0,15,,,27,1,1,0,29,,,11,0,0,0,11,,,0,0,0,0,0,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,1,1,151,1,4,2,158,,,IL,132,IN,5,MI,4,0
00169101,Chicago-Kent College of Law-IIT,2024,,188,1,0,0,189,12,0,3,0,15,3,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,,2,1,21,1,234,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,38,0,2,0,40,,,23,0,0,0,23,,,10,0,0,0,10,,,17,0,0,0,17,,,10,0,0,0,10,,,6,0,0,0,6,,,24,0,0,0,24,,,1,0,0,0,1,,,17,0,1,0,18,,,31,0,0,0,31,,,18,0,1,0,19,,,1,1,0,0,2,,,6,0,0,0,6,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,1,0,2,,,0,0,0,0,0,203,1,5,0,209,,,IL,185,CO,3,GA,3,0
00171000,Loyola University-Chicago,2024,,277,1,0,0,278,47,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,,0,2,18,0,350,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,45,0,0,0,45,,,30,0,0,0,30,,,29,0,0,0,29,,,24,0,0,0,24,,,17,0,0,0,17,,,12,0,0,0,12,,,56,0,0,0,56,,,0,0,0,0,0,,,35,0,0,0,35,,,34,1,0,0,35,,,29,0,0,0,29,,,3,0,0,0,3,,,8,0,0,0,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,0,0,325,1,0,0,326,,,IL,250,CA,13,IN,9,0
00173700,Northern Illinois University,2024,,69,0,0,0,69,10,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,8,4,94,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,1,0,0,21,,,8,0,0,0,8,,,3,0,0,0,3,,,3,0,0,0,3,,,4,0,0,0,4,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,8,0,0,0,8,,,18,0,0,0,18,,,11,0,0,0,11,,,0,0,0,0,0,,,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,79,1,0,0,80,,,IL,67,CA,2,MI,2,0
00173900,Northwestern University,2024,,252,0,0,1,253,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,1,2,270,6,0,0,0,6,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,,,3,0,0,0,3,,,3,0,0,0,3,,,1,0,0,0,1,,,5,0,0,0,5,,,6,0,0,0,6,,,17,0,0,0,17,,,173,0,0,0,173,,,1,0,0,0,1,,,6,0,0,0,6,,,11,0,0,0,11,,,14,0,0,1,15,,,14,0,0,0,14,,,6,0,0,0,6,,,0,0,0,0,0,0,0,0,0,0,,,,,,4,0,0,0,4,,,0,0,0,0,0,264,0,0,1,265,,,IL,119,NY,67,CA,27,1
00175800,Southern Illinois University-Carbondale,2024,,63,0,3,0,66,4,0,0,0,4,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,,2,1,5,2,84,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,25,0,1,0,26,,,7,0,0,0,7,,,3,0,0,0,3,,,3,0,0,0,3,,,2,0,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,2,0,0,0,2,,,11,0,1,0,12,,,11,0,1,0,12,,,0,0,0,0,0,,,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,2,,,0,0,0,0,0,69,1,3,0,73,,,IL,43,MO,12,IN,4,0
00177400,University of Chicago,2024,,187,0,0,1,188,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,199,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,2,0,0,0,2,,,5,0,0,0,5,,,11,0,0,0,11,,,97,0,0,0,97,,,0,0,0,0,0,,,5,0,0,1,6,,,6,0,0,0,6,,,11,0,0,0,11,,,56,0,0,0,56,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,196,0,0,1,197,,,IL,48,NY,41,CA,34,1
00177500,University of Illinois,2024,,191,1,0,1,193,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,203,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,,,16,0,0,1,17,,,6,0,0,0,6,,,16,0,0,0,16,,,7,0,0,0,7,,,16,0,0,0,16,,,7,0,0,0,7,,,69,0,0,0,69,,,1,0,0,0,1,,,8,0,0,0,8,,,21,0,0,0,21,,,16,0,0,0,16,,,8,0,0,0,8,,,2,1,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,6,0,0,0,6,,,0,0,0,0,0,199,1,0,1,201,,,IL,135,CA,13,TX,9,1
