schoolid,schoolname,Cohort,LT_Emp,Bar_FTLT,Bar_FTST,Bar_PTLT,Bar_PTST,Bar_Emp,JDA_FTLT,JDA_FTST,JDA_PTLT,JDA_PTST,JDA_Emp,Prof_FTLT,Prof_FTST,Prof_PTLT,Prof_PTST,Prof_Emp,Nprof_FTLT,Nprof_FTST,Nprof_PTLT,Nprof_PTST,Nprof_Emp,Undet_FTLT,Undet_FTST,Undet_PTLT,Undet_PTST,Undet_Emp,GradSch_FT,GradSch,Emp_Def,Unemp_NS,Unemp_Seek,Emp_Stat_Unk,Total_Grads,FundBar_FTLT,FundBar_FTST,FundBar_PTLT,FundBar_PTST,FundBar_Emp,LawFund_LT,LawFund_ST,FundJDA_FTLT,FundJDA_FTST,FundJDA_PTLT,FundJDA_PTST,FundJDA_Emp,FundProf_FTLT,FundProf_FTST,FundProf_PTLT,FundProf_PTST,FundProf_Emp,FundNprof_FTLT,FundNprof_FTST,FundNprof_PTLT,FundNprof_PTST,FundNprof_Emp,Funded_FTLT,Funded_FTST,Funded_PTLT,Funded_PTST,Funded_Emp,Solo_FTLT,Solo_FTST,Solo_PTLT,Solo_PTST,Solo_Emp,Solo_LT,Solo_ST,Sz_1_10_FTLT,Sz_1_10_FTST,Sz_1_10_PTLT,Sz_1_10_PTST,Sz_1_10_Emp,Sz_2_10_LT,Sz_2_10_ST,Sz_11_25_FTLT,Sz_11_25_FTST,Sz_11_25_PTLT,Sz_11_25_PTST,Sz_11_25_Emp,Sz_11_25_LT,Sz_11_25_ST,Sz_26_50_FTLT,Sz_26_50_FTST,Sz_26_50_PTLT,Sz_26_50_PTST,Sz_26_50_Emp,Sz_26_50_LT,Sz_26_50_ST,Sz_51_100_FTLT,Sz_51_100_FTST,Sz_51_100_PTLT,Sz_51_100_PTST,Sz_51_100_Emp,Sz_51_100_LT,Sz_51_100_ST,Sz_101_250_FTLT,Sz_101_250_FTST,Sz_101_250_PTLT,Sz_101_250_PTST,Sz_101_250_Emp,Sz_101_250_LT,Sz_101_250_ST,Sz_251_500_FTLT,Sz_251_500_FTST,Sz_251_500_PTLT,Sz_251_500_PTST,Sz_251_500_Emp,Sz_251_500_LT,Sz_251_500_ST,Sz_501up_FTLT,Sz_501up_FTST,Sz_501up_PTLT,Sz_501up_PTST,Sz_501up_Emp,Sz_501up_LT,Sz_501up_ST,Sz_Unk_FTLT,Sz_Unk_FTST,Sz_Unk_PTLT,Sz_Unk_PTST,Sz_Unk_Emp,Sz_Unk_LT,Sz_Unk_ST,BsInd_FTLT,BsInd_FTST,BsInd_PTLT,BsInd_PTST,BsInd_Emp,BsInd_LT,BsInd_ST,Gov_FTLT,Gov_FTST,Gov_PTLT,Gov_PTST,Gov_Emp,Gov_LT,Gov_St,Pub_FTLT,Pub_FTST,Pub_PTLT,Pub_PTST,Pub_Emp,Pub_LT,Pub_ST,FedClk_FTLT,FedClk_FTST,FedClk_PTLT,FedClk_PTST,FedClk_Emp,FedClk_LT,FedClk_ST,LocClk_FTLT,LocClk_FTST,LocClk_PTLT,LocClk_PTST,LocClk_Emp,LocClk_LT,LocClk_ST,IntlClk,IntlClk_FTLT,IntlClk_FTST,IntlClk_PTLT,IntlClk_PTST,TribalClk,TribalClk_FTLT,TribalClk_FTST,TribalClk_PTLT,TribalClk_PTST,OthClk_FTLT,OthClk_FTST,OthClk_PTLT,OthClk_PTST,OthClk_Emp,Acad_FTLT,Acad_FTST,Acad_PTLT,Acad_PTST,Acad_Emp,Acad_LT,Acad_ST,Unk_FTLT,Unk_FTST,Unk_PTLT,Unk_PTST,Unk_Emp,Total_FTLT,Total_FTST,Total_PTLT,Total_PTST,Total_Emp_Type,Total_LT,Total_ST,State_Emp1,State_Emp1_Num,State_Emp2,State_Emp2_Num,State_Emp3,State_Emp3_Num,Foreign_Emp_Num
00177608,University of Illinois Chicago School of Law,2024,,215,0,0,0,215,18,3,4,1,26,10,0,1,1,12,0,0,0,0,0,0,0,0,1,1,1,,5,3,29,3,295,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,52,0,1,1,54,,,19,2,0,0,21,,,19,0,0,0,19,,,19,0,0,0,19,,,9,0,0,0,9,,,4,0,0,0,4,,,19,0,0,0,19,,,0,0,0,0,0,,,21,1,2,2,26,,,53,0,1,0,54,,,18,0,1,0,19,,,0,0,0,0,0,,,8,0,0,0,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,0,0,243,3,5,3,254,,,IL,219,NY,6,CO,5,3
00180900,Indiana University - Bloomington,2024,,168,0,0,1,169,13,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,0,2,5,0,198,2,2,0,0,4,,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,,,17,1,0,0,18,,,16,0,0,0,16,,,9,0,0,0,9,,,9,0,0,0,9,,,12,0,0,0,12,,,6,0,0,0,6,,,34,0,0,0,34,,,0,0,0,0,0,,,10,0,0,1,11,,,28,1,0,0,29,,,17,0,0,0,17,,,7,0,0,0,7,,,17,0,0,0,17,,,0,0,0,0,0,0,0,0,0,0,,,,,,4,0,0,0,4,,,0,0,0,0,0,186,2,0,1,189,,,IN,66,IL,27,DC,12,8
00181300,Indiana University - Indianapolis,2024,,176,2,1,0,179,22,0,2,1,25,6,0,1,0,7,1,0,1,0,2,0,0,0,0,0,0,,0,4,14,1,232,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,44,0,2,1,47,,,7,0,0,0,7,,,14,0,0,0,14,,,5,0,0,0,5,,,9,0,0,0,9,,,2,0,0,0,2,,,19,0,0,0,19,,,0,0,0,0,0,,,23,0,3,0,26,,,45,1,0,0,46,,,28,0,0,0,28,,,1,0,0,0,1,,,2,1,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,1,0,0,0,1,205,2,5,1,213,,,IN,191,IL,6,FL,4,0
00184000,University of Notre Dame,2024,,174,1,0,0,175,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,0,0,1,0,187,3,0,0,0,3,,,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,,,1,0,0,1,2,,,7,0,0,0,7,,,3,0,0,0,3,,,4,0,0,0,4,,,8,0,0,0,8,,,7,0,0,0,7,,,74,0,0,0,74,,,0,0,0,0,0,,,5,0,0,0,5,,,23,0,0,0,23,,,8,2,0,0,10,,,31,1,0,0,32,,,9,0,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,1,,,0,0,0,0,0,180,3,0,2,185,,,IL,41,NY,28,IN,16,2
00186000,Drake University,2024,,88,0,0,0,88,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,5,0,100,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0,0,0,16,,,10,0,0,0,10,,,8,0,0,0,8,,,7,0,0,0,7,,,2,0,0,0,2,,,1,0,0,0,1,,,7,0,0,0,7,,,0,0,0,0,0,,,4,0,0,0,4,,,15,0,0,0,15,,,7,0,0,0,7,,,1,0,0,0,1,,,13,0,0,0,13,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,91,0,0,0,91,,,IA,72,MN,4,MO,4,0
00189200,University of Iowa,2024,,151,0,0,0,151,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,1,0,0,176,0,0,0,0,0,,,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,,,21,0,0,0,21,,,11,0,0,0,11,,,7,0,0,0,7,,,6,0,0,0,6,,,9,0,0,0,9,,,8,0,0,0,8,,,28,0,0,0,28,,,0,0,0,0,0,,,11,0,0,0,11,,,16,0,0,0,16,,,15,0,0,0,15,,,9,0,0,0,9,,,21,0,0,0,21,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,3,0,5,,,0,0,0,0,0,165,0,3,0,168,,,IA,57,IL,19,MN,10,1
00194800,University of Kansas,2024,,105,0,0,1,106,8,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0,0,118,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,12,0,0,0,12,,,15,0,0,0,15,,,11,0,0,0,11,,,4,0,0,0,4,,,3,0,0,0,3,,,4,0,0,0,4,,,12,0,0,0,12,,,0,0,0,0,0,,,8,0,0,1,9,,,23,0,0,0,23,,,9,0,0,0,9,,,7,0,0,0,7,,,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,1,4,,,0,0,0,1,1,114,0,0,3,117,,,KS,49,MO,33,TX,5,0
00194900,Washburn University,2024,,81,0,0,0,81,8,0,0,0,8,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,,0,1,2,0,95,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,0,0,0,19,,,5,0,0,0,5,,,6,0,0,0,6,,,7,0,0,0,7,,,0,0,0,0,0,,,2,0,0,0,2,,,2,0,0,0,2,,,0,0,0,0,0,,,8,1,0,1,10,,,18,0,0,0,18,,,15,0,0,0,15,,,1,0,0,0,1,,,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,0,0,90,1,0,1,92,,,KS,67,MO,8,CO,4,0
00198903,University of Kentucky,2024,,128,0,1,0,129,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,139,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21,0,1,0,22,,,14,0,0,0,14,,,6,0,0,0,6,,,5,0,0,0,5,,,6,0,0,0,6,,,7,0,0,0,7,,,9,0,0,0,9,,,0,0,0,0,0,,,13,0,0,0,13,,,18,0,0,0,18,,,14,0,0,0,14,,,8,0,0,0,8,,,13,0,0,0,13,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,135,0,1,0,136,,,KY,83,TN,9,IL,8,0
00199900,University of Louisville,2024,,90,1,3,0,94,8,2,2,0,12,2,0,1,1,4,0,0,1,1,2,0,0,0,0,0,4,,1,0,7,2,126,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,26,0,4,0,30,,,11,1,0,0,12,,,4,0,0,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,3,0,0,0,3,,,4,0,0,0,4,,,5,0,0,0,5,,,9,0,2,0,11,,,19,2,1,0,22,,,7,0,0,0,7,,,2,0,0,0,2,,,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,1,3,,,0,0,0,1,1,100,3,7,2,112,,,KY,80,IL,7,IN,6,0
00201000,Louisiana State University,2024,,171,0,0,0,171,12,0,0,0,12,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,7,,2,2,12,1,209,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35,0,0,0,35,,,15,0,0,0,15,,,16,0,0,0,16,,,13,0,0,0,13,,,16,0,0,0,16,,,12,0,0,0,12,,,4,0,0,0,4,,,0,0,0,0,0,,,10,0,1,0,11,,,28,0,0,0,28,,,13,0,0,0,13,,,6,0,0,0,6,,,15,0,0,0,15,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,0,0,0,0,0,183,0,2,0,185,,,LA,134,TX,19,FL,5,0
00201600,Loyola University-New Orleans,2024,,148,0,1,0,149,8,0,0,2,10,2,0,0,1,3,1,0,1,1,3,0,0,0,0,0,2,,0,0,11,0,179,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,38,0,0,2,40,,,25,0,1,0,26,,,18,0,0,0,18,,,12,0,0,0,12,,,6,0,0,0,6,,,6,0,0,0,6,,,2,0,0,0,2,,,4,0,0,0,4,,,8,0,0,2,10,,,16,0,0,0,16,,,12,0,1,0,13,,,8,0,0,0,8,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,160,0,2,4,166,,,LA,117,TX,13,GA,7,0
00202500,Southern University,2024,,113,6,1,1,121,28,0,3,5,36,20,1,2,1,24,4,1,1,4,10,0,0,0,0,0,2,,0,5,60,2,261,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,,,23,3,1,3,30,,,6,1,0,0,7,,,6,0,0,0,6,,,6,0,0,0,6,,,5,0,0,0,5,,,0,0,0,0,0,,,6,0,0,0,6,,,4,0,0,0,4,,,22,2,2,1,27,,,42,0,2,1,45,,,17,0,0,1,18,,,2,1,0,0,3,,,19,1,0,0,20,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,2,3,8,,,4,0,0,2,6,166,8,7,11,192,,,LA,104,TX,29,DC,10,0
00202900,Tulane University,2024,,174,1,3,0,178,13,0,2,1,16,3,1,2,0,6,1,0,0,0,1,0,0,0,0,0,5,,0,0,10,0,218,1,0,0,0,1,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,,,11,0,2,0,13,,,12,0,0,0,12,,,13,0,0,0,13,,,15,0,0,0,15,,,11,0,0,0,11,,,16,0,0,0,16,,,40,0,1,0,41,,,0,0,0,0,0,,,16,1,2,1,20,,,18,1,1,0,20,,,24,0,1,0,25,,,6,0,0,0,6,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,1,0,4,,,0,0,0,0,0,192,2,8,1,203,,,LA,71,NY,39,TX,27,1
00205400,University of Maine,2024,,65,0,0,0,65,4,0,0,0,4,2,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,,1,0,8,0,82,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,17,0,0,0,17,,,3,0,0,0,3,,,4,0,0,0,4,,,2,0,0,0,2,,,6,0,0,0,6,,,3,0,0,0,3,,,1,0,0,0,1,,,0,0,0,0,0,,,5,0,2,0,7,,,7,0,0,0,7,,,7,0,0,0,7,,,1,0,0,0,1,,,12,0,0,0,12,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,71,0,2,0,73,,,ME,56,NY,4,NC,3,0
00210200,University of Baltimore,2024,,154,2,2,0,158,20,0,1,0,21,7,0,1,0,8,1,0,2,0,3,0,0,0,0,0,2,,1,1,12,1,207,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34,0,3,0,37,,,7,0,0,0,7,,,5,0,0,0,5,,,5,0,0,0,5,,,1,0,0,0,1,,,1,0,0,0,1,,,3,0,0,0,3,,,0,0,0,0,0,,,13,0,3,0,16,,,34,0,0,0,34,,,19,0,0,0,19,,,5,0,0,0,5,,,53,2,0,0,55,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,0,0,182,2,6,0,190,,,MD,160,VA,8,DC,5,0
00210400,University of Maryland,2024,,189,2,0,1,192,24,5,1,6,36,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,,2,1,9,0,244,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,1,1,1,21,,,12,1,0,0,13,,,7,0,0,0,7,,,9,0,0,0,9,,,6,0,0,0,6,,,3,0,0,0,3,,,24,0,0,0,24,,,0,0,0,0,0,,,10,2,0,1,13,,,36,2,0,2,40,,,13,0,0,2,15,,,8,0,0,0,8,,,65,2,0,0,67,,,0,0,0,0,0,0,0,0,0,0,,,,,,4,0,0,1,5,,,0,0,0,0,0,215,8,1,7,231,,,MD,143,DC,34,VA,12,1
00212801,Boston College,2024,,314,0,0,0,314,7,0,2,0,9,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,,2,1,5,0,341,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,,,6,0,1,0,7,,,7,0,0,0,7,,,6,0,0,0,6,,,11,0,0,0,11,,,23,0,0,0,23,,,23,0,0,0,23,,,149,0,0,0,149,,,0,0,0,0,0,,,18,0,1,0,19,,,27,0,0,0,27,,,26,0,1,0,27,,,14,0,0,0,14,,,17,0,0,0,17,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,1,3,,,0,0,0,0,0,329,0,3,1,333,,,MA,168,NY,54,CA,17,4
00213007,Boston University,2024,,256,0,0,0,256,14,0,0,1,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,2,9,0,297,5,0,0,0,5,,,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,,,18,0,0,0,18,,,7,0,0,0,7,,,3,0,0,0,3,,,4,0,0,0,4,,,12,0,0,0,12,,,25,0,0,0,25,,,106,0,0,0,106,,,0,0,0,0,0,,,21,0,0,1,22,,,25,0,0,0,25,,,28,0,0,0,28,,,11,0,0,0,11,,,16,0,0,0,16,,,0,0,0,0,0,0,0,0,0,0,,,,,,9,0,0,0,9,,,0,0,0,0,0,285,0,0,1,286,,,MA,149,NY,57,DC,15,1
00215510,Harvard University,2024,,551,3,0,0,554,10,0,0,0,10,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,,0,4,11,0,622,17,0,0,0,17,,,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,,,5,0,0,0,5,,,10,0,0,0,10,,,11,0,0,0,11,,,9,0,0,0,9,,,6,0,0,0,6,,,13,0,0,0,13,,,320,0,0,0,320,,,0,0,0,0,0,,,17,0,0,0,17,,,21,0,0,0,21,,,47,0,0,0,47,,,109,3,0,0,112,,,19,0,0,0,19,,,2,2,0,0,0,0,0,0,0,0,,,,,,9,0,0,0,9,,,0,0,0,0,0,598,3,0,0,601,,,NY,197,DC,107,CA,75,12
00219900,Northeastern University,2024,,185,0,0,0,185,8,1,1,0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,,0,0,14,0,214,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,,,15,0,0,0,15,,,7,0,0,0,7,,,6,0,0,0,6,,,10,0,0,0,10,,,15,0,0,0,15,,,8,0,0,0,8,,,42,0,0,0,42,,,0,0,0,0,0,,,7,0,1,1,9,,,17,0,0,0,17,,,50,2,0,0,52,,,3,0,0,0,3,,,10,0,0,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,4,0,0,0,4,,,0,0,0,0,0,195,2,1,1,199,,,MA,104,NY,26,DC,13,2
00221007,University of Massachusetts Dartmouth,2024,,74,0,1,0,75,12,0,2,0,14,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,2,,0,0,15,0,111,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,16,0,2,0,18,,,13,0,0,0,13,,,3,0,0,0,3,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,5,1,1,0,7,,,22,0,1,0,23,,,12,0,0,0,12,,,0,0,0,0,0,,,11,0,0,0,11,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,1,4,,,0,0,0,0,0,88,1,4,1,94,,,MA,44,RI,11,NJ,7,0
00221810,Suffolk University,2024,,297,1,0,0,298,50,0,0,2,52,6,1,0,0,7,3,0,4,4,11,0,0,0,0,0,5,,3,1,25,0,402,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,71,0,0,2,73,,,31,0,0,0,31,,,16,0,0,0,16,,,11,0,0,0,11,,,15,0,0,0,15,,,10,0,0,0,10,,,49,0,0,0,49,,,0,0,0,0,0,,,55,1,3,3,62,,,56,0,0,0,56,,,27,0,0,0,27,,,2,0,0,0,2,,,11,0,0,0,11,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,1,4,,,0,0,0,0,0,356,2,4,6,368,,,MA,301,NY,13,RI,7,0
00222600,Western New England University,2024,,76,0,1,0,77,9,0,0,0,9,8,0,1,1,10,0,1,1,1,3,0,0,0,0,0,0,,0,1,5,4,110,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,,,22,0,1,0,23,,,10,0,0,0,10,,,8,0,0,0,8,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,11,1,1,0,13,,,14,0,1,1,16,,,17,0,0,2,19,,,1,0,0,0,1,,,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,0,0,0,0,0,93,1,3,3,100,,,MA,63,CT,21,NY,5,1
00225400,Michigan State University,2024,,174,1,1,1,177,17,0,2,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,,3,0,7,5,220,0,0,0,0,0,,,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,,,37,0,1,1,39,,,22,0,0,0,22,,,17,0,0,0,17,,,12,0,0,0,12,,,15,0,0,0,15,,,4,0,0,0,4,,,9,0,0,0,9,,,0,0,0,0,0,,,11,1,1,0,13,,,32,0,1,0,33,,,21,4,0,0,25,,,2,0,0,0,2,,,8,1,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,2,,,0,0,0,1,1,192,6,3,2,203,,,MI,136,IL,13,CA,7,1
00232300,University of Detroit Mercy,2024,,172,0,1,0,173,6,0,1,0,7,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,,2,3,9,0,199,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,0,2,0,47,,,20,0,0,0,20,,,14,0,0,0,14,,,22,0,0,0,22,,,13,0,0,0,13,,,11,0,0,0,11,,,8,0,0,0,8,,,1,0,0,0,1,,,17,0,0,1,18,,,14,0,0,0,14,,,13,0,0,0,13,,,0,0,0,0,0,,,1,0,0,0,1,,,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,0,0,0,0,0,180,0,3,1,184,,,MI,114,IL,2,HI,1,62
00232503,University of Michigan,2024,,302,0,1,0,303,3,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,,0,2,3,0,322,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,,,2,0,1,0,3,,,4,0,0,0,4,,,2,0,0,0,2,,,0,0,0,0,0,,,10,0,0,0,10,,,19,0,0,0,19,,,162,0,0,0,162,,,0,0,0,0,0,,,3,0,1,0,4,,,19,0,0,0,19,,,35,0,0,0,35,,,33,0,0,0,33,,,21,0,0,0,21,,,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,311,0,2,0,313,,,NY,75,IL,52,MI,43,3
00232902,Wayne State University,2024,,115,0,0,0,115,15,0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,,1,0,2,0,138,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,,,31,0,0,0,31,,,14,0,0,0,14,,,3,0,0,0,3,,,9,0,0,0,9,,,10,0,0,0,10,,,5,0,0,0,5,,,7,0,0,0,7,,,0,0,0,0,0,,,10,0,0,0,10,,,12,0,0,0,12,,,14,0,0,0,14,,,6,0,0,0,6,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,8,0,0,0,8,,,0,0,0,0,0,132,0,0,0,132,,,MI,122,CA,3,FL,1,0
00234500,University of St. Thomas (Minnesota),2024,,125,0,1,0,126,12,0,1,1,14,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,,2,0,8,0,159,3,0,0,0,3,,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,,,28,0,0,0,28,,,16,0,0,0,16,,,11,0,0,0,11,,,5,0,0,0,5,,,3,0,0,0,3,,,6,0,0,0,6,,,4,0,0,0,4,,,0,0,0,0,0,,,11,0,1,1,13,,,6,1,0,0,7,,,14,0,2,0,16,,,0,0,0,0,0,,,35,0,0,0,35,,,0,0,0,0,0,0,0,0,0,0,,,,,,5,0,0,0,5,,,0,0,0,0,0,144,1,3,1,149,,,MN,127,WI,5,CO,3,1
00239101,Mitchell Hamline School of Law,2024,,240,2,5,0,247,40,3,3,1,47,48,0,5,0,53,4,1,5,0,10,0,0,0,0,0,1,,1,12,16,2,389,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,,,71,1,4,1,77,,,25,0,1,0,26,,,10,0,0,0,10,,,3,0,0,0,3,,,6,0,0,0,6,,,3,0,0,0,3,,,6,0,0,0,6,,,0,0,0,0,0,,,63,1,12,0,76,,,55,0,0,0,55,,,26,1,1,0,28,,,0,0,0,0,0,,,49,2,0,0,51,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,1,0,0,4,,,0,0,0,0,0,332,6,18,1,357,,,MN,179,TX,24,FL,14,2
00241501,Mississippi College,2024,,90,3,1,0,94,4,4,0,2,10,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,,1,0,16,0,124,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,32,3,1,2,38,,,7,0,0,0,7,,,5,1,0,0,6,,,2,0,0,0,2,,,1,0,0,0,1,,,5,0,0,0,5,,,3,0,0,0,3,,,0,0,0,0,0,,,6,1,0,0,7,,,16,0,0,0,16,,,4,0,0,0,4,,,5,0,0,0,5,,,7,2,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,1,0,0,0,1,97,7,1,2,107,,,MS,57,LA,8,TX,6,0
00244000,University of Mississippi,2024,,134,1,0,0,135,11,0,2,0,13,2,0,0,0,2,1,0,2,0,3,0,0,0,0,0,3,,1,0,15,3,175,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,34,0,2,0,36,,,11,0,0,0,11,,,7,0,0,0,7,,,6,0,0,0,6,,,9,0,0,0,9,,,15,0,0,0,15,,,10,0,0,0,10,,,0,0,0,0,0,,,12,0,2,0,14,,,23,0,0,0,23,,,6,0,0,0,6,,,9,0,0,0,9,,,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,148,1,4,0,153,,,MS,49,TN,27,TX,13,0
