schoolid,schoolname,CalendarYear,TotalJD,HispanicJD,AmIndianJD,AsianJD,BlackJD,NatHawJD,TwoorMoreJD,MinorityJD,WhiteJD,NonresalienJD,UnknownJD,MenJD,HispanicMenJD,AmIndianMenJD,AsianMenJD,BlackMenJD,NatHawMenJD,TwoorMoreMenJD,MinorityMenJD,WhiteMenJD,NonresalienMenJD,UnknownMenJD,WomenJD,HispanicWomenJD,AmIndianWomenJD,AsianWomenJD,BlackWomenJD,NatHawWomenJD,TwoorMoreWomenJD,MinorityWomenJD,WhiteWomenJD,NonresalienWomenJD,UnknownWomenJD,TotalFTJD,FTHispanicJD,FTAmIndJD,FTAsianJD,FTBlackJD,FTNatHawJD,FTTwoorMoreJD,FTMinorityJD,FTWhiteJD,FTNonresalienJD,FTUnknownJD,TotalPTJD,PTHispanicJD,PTAmIndJD,PTAsianJD,PTBlackJD,PTNatHawJD,PTTwoorMoreJD,PTMinorityJD,PTWhiteJD,PTNonresalienJD,PTUnknownJD,AGIJD,PNRJD,AmIndianAGIJD,AmIndianPNRJD,AsianAGIJD,AsianPNRJD,BlackAGIJD,BlackPNRJD,HispanicAGIJD,HispanicPNRJD,MinorityAGIJD,MinorityPNRJD,NatHawAGIJD,NatHawPNRJD,TwoorMoreAGIJD,TwoorMorePNRJD,NonresalienAGIJD,NonresalienPNRJD,UnknownAGIJD,UnknownPNRJD,WhiteAGIJD,WhitePNRJD,TotalJD1,HispanicJD1,AmIndianJD1,AsianJD1,BlackJD1,NatHawJD1,TwoorMoreJD1,MinorityJD1,WhiteJD1,NonresalienJD1,UnknownJD1,AmIndianMenJD1,AmIndianAGIJD1,AmIndianPNRJD1,AmIndianWomenJD1,AsianMenJD1,AsianAGIJD1,AsianPNRJD1,AsianWomenJD1,BlackMenJD1,BlackAGIJD1,BlackPNRJD1,BlackWomenJD1,HispanicMenJD1,HispanicAGIJD1,HispanicPNRJD1,HispanicWomenJD1,MinorityMenJD1,MinorityAGIJD1,MinorityPNRJD1,MinorityWomenJD1,NatHawMenJD1,NatHawAGIJD1,NatHawPNRJD1,NatHawWomenJD1,NonresalienMenJD1,NonresalienAGIJD1,NonresalienPNRJD1,NonresalienWomenJD1,TwoorMoreMenJD1,TwoorMoreAGIJD1,TwoorMorePNRJD1,TwoorMoreWomenJD1,UnknownMenJD1,UnknownAGIJD1,UnknownPNRJD1,UnknownWomenJD1,WhiteMenJD1,WhiteAGIJD1,WhitePNRJD1,WhiteWomenJD1,MenJD1,AGIJD1,PNRJD1,WomenJD1,TotalJD2,AmIndianJD2,AmIndianMenJD2,AmIndianAGIJD2,AmIndianPNRJD2,AmIndianWomenJD2,AsianJD2,AsianMenJD2,AsianAGIJD2,AsianPNRJD2,AsianWomenJD2,BlackJD2,BlackMenJD2,BlackAGIJD2,BlackPNRJD2,BlackWomenJD2,HispanicJD2,HispanicMenJD2,HispanicAGIJD2,HispanicPNRJD2,HispanicWomenJD2,MinorityJD2,MinorityMenJD2,MinorityAGIJD2,MinorityPNRJD2,MinorityWomenJD2,NatHawJD2,NatHawMenJD2,NatHawAGIJD2,NatHawPNRJD2,NatHawWomenJD2,NonresalienJD2,NonresalienMenJD2,NonresalienAGIJD2,NonresalienPNRJD2,NonresalienWomenJD2,TwoorMoreJD2,TwoorMoreMenJD2,TwoorMoreAGIJD2,TwoorMorePNRJD2,TwoorMoreWomenJD2,UnknownJD2,UnknownMenJD2,UnknownAGIJD2,UnknownPNRJD2,UnknownWomenJD2,WhiteJD2,WhiteMenJD2,WhiteAGIJD2,WhitePNRJD2,WhiteWomenJD2,MenJD2,AGIJD2,PNRJD2,WomenJD2,TotalJD3,AmIndianJD3,AmIndianMenJD3,AmIndianAGIJD3,AmIndianPNRJD3,AmIndianWomenJD3,AsianJD3,AsianMenJD3,AsianAGIJD3,AsianPNRJD3,AsianWomenJD3,BlackJD3,BlackMenJD3,BlackAGIJD3,BlackPNRJD3,BlackWomenJD3,HispanicJD3,HispanicMenJD3,HispanicAGIJD3,HispanicPNRJD3,HispanicWomenJD3,MinorityJD3,MinorityMenJD3,MinorityAGIJD3,MinorityPNRJD3,MinorityWomenJD3,NatHawJD3,NatHawMenJD3,NatHawAGIJD3,NatHawPNRJD3,NatHawWomenJD3,NonresalienJD3,NonresalienMenJD3,NonresalienAGIJD3,NonresalienPNRJD3,NonresalienWomenJD3,TwoorMoreJD3,TwoorMoreMenJD3,TwoorMoreAGIJD3,TwoorMorePNRJD3,TwoorMoreWomenJD3,UnknownJD3,UnknownMenJD3,UnknownAGIJD3,UnknownPNRJD3,UnknownWomenJD3,WhiteJD3,WhiteMenJD3,WhiteAGIJD3,WhitePNRJD3,WhiteWomenJD3,MenJD3,AGIJD3,PNRJD3,WomenJD3,TotalJD4,AmIndianJD4,AmIndianMenJD4,AmIndianAGIJD4,AmIndianPNRJD4,AmIndianWomenJD4,AsianJD4,AsianMenJD4,AsianAGIJD4,AsianPNRJD4,AsianWomenJD4,BlackJD4,BlackMenJD4,BlackAGIJD4,BlackPNRJD4,BlackWomenJD4,HispanicJD4,HispanicMenJD4,HispanicAGIJD4,HispanicPNRJD4,HispanicWomenJD4,MinorityJD4,MinorityMenJD4,MinorityAGIJD4,MinorityPNRJD4,MinorityWomenJD4,NatHawJD4,NatHawMenJD4,NatHawAGIJD4,NatHawPNRJD4,NatHawWomenJD4,NonresalienJD4,NonresalienMenJD4,NonresalienAGIJD4,NonresalienPNRJD4,NonresalienWomenJD4,TwoorMoreJD4,TwoorMoreMenJD4,TwoorMoreAGIJD4,TwoorMorePNRJD4,TwoorMoreWomenJD4,UnknownJD4,UnknownMenJD4,UnknownAGIJD4,UnknownPNRJD4,UnknownWomenJD4,WhiteJD4,WhiteMenJD4,WhiteAGIJD4,WhitePNRJD4,WhiteWomenJD4,MenJD4,AGIJD4,PNRJD4,WomenJD4
00173900,Northwestern University,2024,760,86,3,181,73,0,37,380,351,,29,343,32,3,78,27,0,16,156,175,,12,402,54,0,97,46,0,20,217,170,,15,,,,,,,,,,,,,,,,,,,,,,,0,15,0,0,0,6,0,0,0,0,0,7,0,0,0,1,,,0,2,0,6,242,28,2,73,20,0,7,130,106,,6,2,0,0,0,29,0,5,39,9,0,0,11,7,0,0,21,50,0,5,75,0,0,0,0,,,,,3,0,0,4,0,0,1,5,54,0,3,49,104,0,9,129,260,1,1,0,0,0,53,22,0,1,30,25,6,0,0,19,34,16,0,0,18,127,51,0,1,75,0,0,0,0,0,,,,,,14,6,0,0,8,12,7,0,1,4,121,50,0,3,68,108,0,5,147,258,0,0,0,0,0,55,27,0,0,28,28,12,0,0,16,24,9,0,0,15,123,55,0,1,67,0,0,0,0,0,,,,,,16,7,0,1,8,11,5,0,0,6,124,71,0,0,53,131,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00175800,Southern Illinois University-Carbondale,2024,269,8,1,7,26,0,28,70,199,,0,132,5,0,3,9,0,15,32,100,,0,137,3,1,4,17,0,13,38,99,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,106,5,0,4,14,0,11,34,72,,0,0,0,0,0,1,0,0,3,5,0,0,9,4,0,0,1,14,0,0,20,0,0,0,0,,,,,4,0,0,7,0,0,0,0,31,0,0,41,45,0,0,61,87,1,0,0,0,1,0,0,0,0,0,10,4,0,0,6,2,1,0,0,1,26,12,0,0,14,0,0,0,0,0,,,,,,13,7,0,0,6,0,0,0,0,0,61,35,0,0,26,47,0,0,40,76,0,0,0,0,0,3,2,0,0,1,2,0,0,0,2,1,0,0,0,1,10,6,0,0,4,0,0,0,0,0,,,,,,4,4,0,0,0,0,0,0,0,0,66,34,0,0,32,40,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00177400,University of Chicago,2024,620,87,0,109,49,0,48,293,301,,26,317,50,0,52,16,0,21,139,163,,15,299,37,0,57,33,0,27,154,134,,11,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,198,25,0,39,18,0,9,91,98,,9,0,0,0,0,15,0,0,24,8,0,0,10,13,0,0,12,38,0,0,53,0,0,0,0,,,,,2,0,0,7,6,0,0,3,55,4,0,39,99,4,0,95,206,0,0,0,0,0,36,20,0,0,16,15,6,0,0,9,23,16,0,0,7,99,53,0,0,46,0,0,0,0,0,,,,,,25,11,0,0,14,11,5,0,0,6,96,48,0,0,48,106,0,0,100,216,0,0,0,0,0,34,17,0,0,17,16,2,0,0,14,39,21,0,0,18,103,48,0,0,55,0,0,0,0,0,,,,,,14,8,0,0,6,6,4,0,0,2,107,60,0,0,47,112,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00177500,University of Illinois,2024,472,41,0,98,28,0,12,179,255,,38,249,27,0,38,9,0,5,79,146,,24,217,14,0,59,19,0,6,98,108,,11,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,3,0,1,0,161,13,0,42,6,0,3,64,86,,11,0,0,0,0,17,1,0,24,3,0,0,3,9,0,0,4,31,1,1,31,0,0,0,0,,,,,2,0,1,0,7,1,0,3,49,1,0,36,87,3,1,70,157,0,0,0,0,0,25,9,0,0,16,10,3,0,0,7,16,10,0,0,6,54,22,0,0,32,0,0,0,0,0,,,,,,3,0,0,0,3,15,9,2,0,4,88,47,0,0,41,78,2,0,77,154,0,0,0,0,0,31,12,0,0,19,12,3,0,0,9,12,8,0,0,4,61,26,0,0,35,0,0,0,0,0,,,,,,6,3,0,0,3,12,8,0,0,4,81,50,0,0,31,84,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00177608,University of Illinois Chicago School of Law,2024,962,157,1,86,98,0,29,371,572,,19,335,51,0,22,24,0,10,107,222,,6,602,105,1,63,72,0,19,260,333,,9,,,,,,,,,,,,,,,,,,,,,,,0,25,0,0,0,1,0,2,0,1,0,4,0,0,0,0,,,0,4,0,17,379,79,1,35,45,0,17,177,199,,3,0,0,0,1,10,0,0,25,8,0,1,36,23,0,0,56,47,0,1,129,0,0,0,0,,,,,6,0,0,11,0,0,2,1,82,0,1,116,129,0,4,246,309,0,0,0,0,0,26,7,0,0,19,33,8,0,1,24,41,14,0,1,26,104,31,0,2,71,0,0,0,0,0,,,,,,4,2,0,0,2,4,2,0,0,2,201,77,0,10,114,110,0,12,187,237,0,0,0,0,0,22,3,0,1,18,14,4,0,0,10,36,13,0,0,23,79,21,0,1,57,0,0,0,0,0,,,,,,7,1,0,0,6,9,3,0,1,5,149,52,0,6,91,76,0,8,153,37,0,0,0,0,0,3,2,0,0,1,6,4,0,0,2,1,1,0,0,0,11,8,0,0,3,0,0,0,0,0,,,,,,1,1,0,0,0,3,1,0,1,1,23,11,0,0,12,20,0,1,16
00180900,Indiana University - Bloomington,2024,476,51,0,54,26,0,15,146,315,,15,213,24,0,14,5,0,6,49,155,,9,258,27,0,39,21,0,9,96,157,,5,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,0,1,1,2,146,12,0,14,1,0,1,28,113,,5,0,0,0,0,3,1,0,10,1,0,0,0,8,0,0,4,13,1,0,14,0,0,0,0,,,,,1,0,0,0,3,0,0,2,54,1,1,57,70,2,1,73,164,0,0,0,0,0,17,6,0,0,11,14,2,0,0,12,22,8,0,0,14,61,19,0,0,42,0,0,0,0,0,,,,,,8,3,0,0,5,4,2,0,0,2,99,49,0,0,50,70,0,0,94,166,0,0,0,0,0,23,5,0,0,18,11,2,0,0,9,17,8,0,0,9,57,17,0,0,40,0,0,0,0,0,,,,,,6,2,0,0,4,6,4,0,1,1,103,52,0,1,50,73,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00181300,Indiana University - Indianapolis,2024,773,65,2,34,40,1,28,170,597,,6,340,26,2,10,9,1,15,63,273,,4,433,39,0,24,31,0,13,107,324,,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,339,29,1,12,18,1,16,77,259,,3,1,0,0,0,5,0,0,7,3,0,0,15,12,0,0,17,32,0,0,45,1,0,0,0,,,,,10,0,0,6,2,0,0,1,119,0,0,140,153,0,0,186,223,0,0,0,0,0,13,4,0,0,9,10,3,0,0,7,25,11,0,0,14,52,19,0,0,33,0,0,0,0,0,,,,,,4,1,0,0,3,1,1,0,0,0,170,84,0,0,86,104,0,0,119,194,1,1,0,0,0,9,1,0,0,8,9,2,0,0,7,10,3,0,0,7,37,11,0,0,26,0,0,0,0,0,,,,,,8,4,0,0,4,0,0,0,0,0,157,66,0,0,91,77,0,0,117,17,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,1,4,1,0,0,3,0,0,0,0,0,,,,,,0,0,0,0,0,2,1,0,0,1,11,4,0,0,7,6,0,0,11
00184000,University of Notre Dame,2024,549,76,2,39,19,1,30,167,333,,49,277,31,1,15,4,0,15,66,182,,29,271,45,1,24,15,1,15,101,151,,19,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,181,21,0,17,2,0,6,46,119,,16,0,0,0,0,5,0,0,12,0,0,0,2,10,0,0,11,16,0,0,30,0,0,0,0,,,,,1,0,0,5,10,0,1,5,63,0,0,56,89,0,1,91,202,0,0,0,0,0,9,4,0,0,5,9,2,0,0,7,34,14,0,0,20,66,26,0,0,40,1,0,0,0,1,,,,,,13,6,0,0,7,22,14,0,0,8,114,62,0,0,52,102,0,0,100,166,2,1,0,0,1,13,6,0,0,7,8,2,0,0,6,21,7,0,0,14,55,24,0,0,31,0,0,0,0,0,,,,,,11,8,0,0,3,11,5,0,0,6,100,57,0,0,43,86,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00186000,Drake University,2024,349,16,0,13,13,0,8,50,296,,3,160,5,0,6,4,0,1,16,143,,1,189,11,0,7,9,0,7,34,153,,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,125,9,0,5,4,0,3,21,101,,3,0,0,0,0,1,0,0,4,1,0,0,3,2,0,0,7,5,0,0,16,0,0,0,0,,,,,1,0,0,2,1,0,0,2,60,0,0,41,66,0,0,59,119,0,0,0,0,0,2,2,0,0,0,3,0,0,0,3,5,2,0,0,3,12,4,0,0,8,0,0,0,0,0,,,,,,2,0,0,0,2,0,0,0,0,0,107,43,0,0,64,47,0,0,72,105,0,0,0,0,0,6,3,0,0,3,6,3,0,0,3,2,1,0,0,1,17,7,0,0,10,0,0,0,0,0,,,,,,3,0,0,0,3,0,0,0,0,0,88,40,0,0,48,47,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00189200,University of Iowa,2024,500,38,3,37,12,0,26,116,339,,45,228,22,2,15,9,0,4,52,159,,17,210,14,1,16,3,0,19,53,141,,16,,,,,,,,,,,,,,,,,,,,,,,3,59,0,0,0,6,0,0,0,2,0,11,0,0,0,3,,,0,12,3,36,186,16,2,28,6,0,6,58,120,,8,1,0,0,1,11,0,4,13,5,0,0,1,7,0,1,8,24,0,7,27,0,0,0,0,,,,,0,0,2,4,2,0,3,3,47,1,10,62,73,1,20,92,155,1,1,0,0,0,3,1,0,0,2,1,1,0,0,0,10,7,0,1,2,25,11,0,1,13,0,0,0,0,0,,,,,,10,1,0,0,9,16,6,0,3,7,114,62,0,3,49,79,0,7,69,159,0,0,0,0,0,6,3,0,2,1,5,3,0,0,2,12,8,0,0,4,33,17,0,3,13,0,0,0,0,0,,,,,,10,3,0,1,6,21,9,0,6,6,105,50,2,23,30,76,2,32,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00194800,University of Kansas,2024,365,32,0,16,9,1,15,73,284,,8,163,14,0,9,4,1,6,34,125,,4,196,18,0,7,5,0,9,39,154,,3,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,4,1,127,11,0,5,3,1,6,26,98,,3,0,0,0,0,2,0,0,3,1,0,0,2,4,0,0,7,11,0,0,15,1,0,0,0,,,,,3,0,0,3,2,0,0,1,47,0,1,50,60,0,1,66,110,0,0,0,0,0,5,4,0,0,1,3,3,0,0,0,14,6,0,0,8,27,15,0,0,12,0,0,0,0,0,,,,,,5,2,0,0,3,2,1,0,1,0,81,40,1,0,40,56,1,1,52,128,0,0,0,0,0,6,3,0,0,3,3,0,0,0,3,7,4,0,0,3,20,8,0,0,12,0,0,0,0,0,,,,,,4,1,0,0,3,3,1,0,0,2,105,38,3,0,64,47,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00194900,Washburn University,2024,317,26,3,5,27,0,20,81,204,,32,163,17,1,4,8,0,7,37,108,,18,151,9,2,1,19,0,13,44,96,,11,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,0,0,131,5,0,0,16,0,14,35,76,,20,0,0,0,0,0,0,0,0,5,0,0,11,3,0,0,2,13,0,0,22,0,0,0,0,,,,,5,0,0,9,9,2,1,8,38,0,0,38,60,2,1,68,93,1,0,0,0,1,3,2,0,0,1,4,1,0,0,3,7,5,0,0,2,18,9,0,0,9,0,0,0,0,0,,,,,,3,1,0,0,2,5,4,0,0,1,70,40,0,0,30,53,0,0,40,93,2,1,0,0,1,2,2,0,0,0,7,2,0,0,5,14,9,0,0,5,28,15,0,0,13,0,0,0,0,0,,,,,,3,1,0,0,2,7,5,0,0,2,58,30,0,0,28,50,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00198903,University of Kentucky,2024,395,21,3,7,27,0,1,59,327,,9,203,12,2,3,10,0,0,27,169,,7,192,9,1,4,17,0,1,32,158,,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,131,5,1,2,9,0,0,17,110,,4,0,0,0,1,1,0,0,1,2,0,0,7,3,0,0,2,6,0,0,11,0,0,0,0,,,,,0,0,0,0,3,0,0,1,52,0,0,58,61,0,0,70,153,0,0,0,0,0,5,2,0,0,3,9,4,0,0,5,9,5,0,0,4,24,11,0,0,13,0,0,0,0,0,,,,,,1,0,0,0,1,1,1,0,0,0,128,78,0,0,50,90,0,0,63,111,2,2,0,0,0,0,0,0,0,0,9,4,0,0,5,7,4,0,0,3,18,10,0,0,8,0,0,0,0,0,,,,,,0,0,0,0,0,4,3,0,0,1,89,39,0,0,50,52,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00199900,University of Louisville,2024,355,31,1,10,18,0,15,75,280,,0,156,13,0,2,4,0,1,20,136,,0,199,18,1,8,14,0,14,55,144,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,116,5,0,4,8,0,5,22,94,,0,0,0,0,0,1,0,0,3,2,0,0,6,4,0,0,1,7,0,0,15,0,0,0,0,,,,,0,0,0,5,0,0,0,0,51,0,0,43,58,0,0,58,119,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,16,7,0,0,9,26,7,0,0,19,0,0,0,0,0,,,,,,5,0,0,0,5,0,0,0,0,0,93,43,0,0,50,50,0,0,69,120,0,0,0,0,0,4,1,0,0,3,8,2,0,0,6,10,2,0,0,8,27,6,0,0,21,0,0,0,0,0,,,,,,5,1,0,0,4,0,0,0,0,0,93,42,0,0,51,48,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00201000,Louisiana State University,2024,627,49,3,17,46,1,25,141,475,,11,304,16,1,7,9,1,13,47,249,,8,323,33,2,10,37,0,12,94,226,,3,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,228,21,1,8,19,0,7,56,167,,5,0,0,0,1,3,0,0,5,4,0,0,15,6,0,0,15,15,0,0,41,0,0,0,0,,,,,2,0,0,5,3,0,0,2,84,0,0,83,102,0,0,126,198,1,0,0,0,1,3,3,0,0,0,12,0,0,0,12,17,6,0,0,11,39,12,0,0,27,0,0,0,0,0,,,,,,6,3,0,0,3,1,1,0,0,0,158,83,0,0,75,96,0,0,102,201,1,1,0,0,0,6,1,0,0,5,15,5,0,0,10,11,4,0,0,7,46,20,0,0,26,1,0,0,0,0,,,,,,12,8,0,0,4,5,4,0,0,1,150,82,0,0,68,106,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00201600,Loyola University-New Orleans,2024,615,85,2,8,70,0,32,197,396,,22,272,32,2,1,26,0,11,72,187,,13,343,53,0,7,44,0,21,125,209,,9,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,213,38,1,0,22,0,13,74,131,,8,1,0,0,0,0,0,0,0,8,0,0,14,16,0,0,22,29,0,0,45,0,0,0,0,,,,,4,0,0,9,3,0,0,5,67,0,0,64,99,0,0,114,203,1,1,0,0,0,4,1,0,0,3,22,7,0,0,15,29,11,0,0,18,67,26,0,0,41,0,0,0,0,0,,,,,,11,6,0,0,5,6,3,0,0,3,130,55,0,0,75,84,0,0,119,190,0,0,0,0,0,4,0,0,0,4,24,10,0,0,14,18,5,0,0,13,54,16,0,0,38,0,0,0,0,0,,,,,,8,1,0,0,7,7,6,0,0,1,129,63,0,0,66,85,0,0,105,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,0,0,0,6,2,0,0,4,4,0,0,5
00202500,Southern University,2024,800,52,1,3,465,0,3,524,201,,75,276,18,1,1,130,0,0,150,94,,32,491,30,0,1,319,0,3,353,97,,41,,,,,,,,,,,,,,,,,,,,,,,0,33,0,0,0,1,0,16,0,4,0,21,0,0,0,0,,,0,2,0,10,298,22,0,0,172,0,0,194,64,,40,0,0,0,0,0,0,0,0,48,0,4,120,8,0,1,13,56,0,5,133,0,0,0,0,,,,,0,0,0,0,13,0,1,26,25,0,2,37,94,0,8,196,202,0,0,0,0,0,1,0,0,1,0,116,27,0,10,79,10,3,0,3,4,127,30,0,14,83,0,0,0,0,0,,,,,,0,0,0,0,0,15,10,0,0,5,60,32,0,6,22,72,0,20,110,266,1,1,0,0,0,1,1,0,0,0,152,46,0,1,105,20,7,0,0,13,176,55,0,1,120,0,0,0,0,0,,,,,,2,0,0,0,2,20,9,0,1,10,70,32,0,2,36,96,0,4,166,34,0,0,0,0,0,1,0,0,0,1,25,9,0,1,15,0,0,0,0,0,27,9,0,1,17,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,0,0,7,5,0,0,2,14,0,1,19
00202900,Tulane University,2024,614,82,0,31,40,1,16,170,393,,51,254,30,0,11,12,0,5,58,181,,15,316,48,0,19,25,1,10,103,204,,9,,,,,,,,,,,,,,,,,,,,,,,22,22,0,0,0,1,0,3,0,4,0,9,0,0,0,1,,,22,5,0,8,204,27,0,12,12,1,12,64,128,,12,0,0,0,0,4,0,1,7,3,0,0,9,7,0,2,18,17,0,4,43,0,0,0,1,,,,,3,0,1,8,3,3,4,2,62,0,6,60,82,3,14,105,197,0,0,0,0,0,7,3,0,0,4,16,3,0,3,10,26,12,0,2,12,51,19,0,5,27,0,0,0,0,0,,,,,,2,1,0,0,1,20,6,10,1,3,126,52,0,2,72,77,10,8,102,213,0,0,0,0,0,12,4,0,0,8,12,6,0,0,6,29,11,0,0,18,55,22,0,0,33,0,0,0,0,0,,,,,,2,1,0,0,1,19,6,9,0,4,139,67,0,0,72,95,9,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00205400,University of Maine,2024,275,15,3,9,5,0,14,46,221,,8,110,9,0,5,3,0,4,21,83,,6,160,5,3,4,2,0,10,24,134,,2,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,2,2,96,3,1,1,3,0,6,14,79,,3,0,0,0,1,0,0,0,1,2,0,0,1,3,0,0,0,6,0,0,8,0,0,0,0,,,,,1,0,0,5,2,0,0,1,25,2,0,52,33,2,0,61,91,0,0,0,0,0,3,1,0,0,2,1,0,0,0,1,6,2,0,1,3,14,5,0,1,8,0,0,0,0,0,,,,,,4,2,0,0,2,3,3,0,0,0,74,32,0,0,42,40,0,1,50,88,2,0,0,0,2,5,4,0,0,1,1,1,0,0,0,6,4,0,0,2,18,10,0,0,8,0,0,0,0,0,,,,,,4,1,0,0,3,2,1,0,0,1,68,26,0,2,40,37,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
